ReporterISO3;ProductCode;ReporterName;PartnerISO3;PartnerName;Year;TradeFlowName;TradeValue in 1000 USD
VNM;334;Vietnam;MMR;Myanmar;2011;Export;24.775
VNM;334;Vietnam;MMR;Myanmar;2012;Export;78.513
VNM;334;Vietnam;MMR;Myanmar;2013;Export;18.794
VNM;334;Vietnam;MMR;Myanmar;2014;Export;202.35
VNM;334;Vietnam;MNG;Mongolia;2012;Export;3.981.677
VNM;334;Vietnam;MNG;Mongolia;2013;Export;2.721.399
VNM;334;Vietnam;MNG;Mongolia;2014;Export;592.456
VNM;334;Vietnam;MOZ;Mozambique;2013;Export;24.05
VNM;334;Vietnam;MYS;Malaysia;2010;Export;15.981.737
VNM;334;Vietnam;MYS;Malaysia;2011;Export;60.715.561
VNM;334;Vietnam;MYS;Malaysia;2012;Export;64.224.578
VNM;334;Vietnam;MYS;Malaysia;2013;Export;29.149.736
VNM;334;Vietnam;MYS;Malaysia;2014;Export;37.163.676
VNM;334;Vietnam;NLD;Netherlands;2010;Export;75.913
VNM;334;Vietnam;NLD;Netherlands;2011;Export;312.995
VNM;334;Vietnam;NLD;Netherlands;2012;Export;129.084
VNM;334;Vietnam;NLD;Netherlands;2013;Export;290.584
VNM;334;Vietnam;NLD;Netherlands;2014;Export;30.745
VNM;334;Vietnam;NOR;Norway;2013;Export;86.06
VNM;334;Vietnam;NZL;New Zealand;2010;Export;274.167
VNM;334;Vietnam;NZL;New Zealand;2011;Export;166.979
VNM;334;Vietnam;NZL;New Zealand;2012;Export;145.047
VNM;334;Vietnam;NZL;New Zealand;2013;Export;83.209
VNM;334;Vietnam;NZL;New Zealand;2014;Export;195.551
VNM;334;Vietnam;PAK;Pakistan;2014;Export;11.338.223
VNM;334;Vietnam;PAN;Panama;2010;Export;25.656.196
VNM;334;Vietnam;PAN;Panama;2011;Export;40.600.743
VNM;334;Vietnam;PAN;Panama;2012;Export;30.511.739
VNM;334;Vietnam;PAN;Panama;2013;Export;21.208.697
VNM;334;Vietnam;PAN;Panama;2014;Export;10.229.782
VNM;334;Vietnam;PHL;Philippines;2010;Export;845.397
VNM;334;Vietnam;PHL;Philippines;2011;Export;769.591
VNM;334;Vietnam;PHL;Philippines;2012;Export;1993.77
VNM;334;Vietnam;PHL;Philippines;2013;Export;550.426
VNM;334;Vietnam;PHL;Philippines;2014;Export;738.729
VNM;334;Vietnam;PRT;Portugal;2010;Export;114.4
VNM;334;Vietnam;RUS;Russian Federation;2010;Export;21.229.094
VNM;334;Vietnam;RUS;Russian Federation;2011;Export;8.265.587
VNM;334;Vietnam;RUS;Russian Federation;2012;Export;14.050.399
VNM;334;Vietnam;RUS;Russian Federation;2013;Export;42.950.574
VNM;334;Vietnam;RUS;Russian Federation;2014;Export;20.060.887
VNM;334;Vietnam;SGP;Singapore;2010;Export;88.916.808
VNM;334;Vietnam;SGP;Singapore;2011;Export;60.071.198
VNM;334;Vietnam;SGP;Singapore;2012;Export;27.035.598
VNM;334;Vietnam;SGP;Singapore;2013;Export;12705.19
VNM;334;Vietnam;SGP;Singapore;2014;Export;10.850.094
VNM;334;Vietnam;SLE;Sierra Leone;2010;Export;1.508.842
VNM;334;Vietnam;SLE;Sierra Leone;2011;Export;989.726
VNM;334;Vietnam;SLE;Sierra Leone;2012;Export;1.087.962
VNM;334;Vietnam;SLE;Sierra Leone;2013;Export;126.252
VNM;334;Vietnam;SLE;Sierra Leone;2014;Export;238.752
VNM;334;Vietnam;TGO;Togo;2010;Export;35.971
VNM;334;Vietnam;TGO;Togo;2014;Export;47.52
VNM;334;Vietnam;THA;Thailand;2010;Export;15763.9
VNM;334;Vietnam;THA;Thailand;2011;Export;17.024.118
VNM;334;Vietnam;THA;Thailand;2012;Export;7.530.192
VNM;334;Vietnam;THA;Thailand;2013;Export;30.884.226
VNM;334;Vietnam;THA;Thailand;2014;Export;30.543.886
VNM;334;Vietnam;TUR;Turkey;2010;Export;45.974
VNM;334;Vietnam;TUR;Turkey;2011;Export;232.106
VNM;334;Vietnam;TUR;Turkey;2012;Export;61.08
VNM;334;Vietnam;TUR;Turkey;2013;Export;201.9
VNM;334;Vietnam;UKR;Ukraine;2012;Export;109.74
VNM;334;Vietnam;URY;Uruguay;2013;Export;0.954
VNM;334;Vietnam;USA;United States;2010;Export;7.356.237
VNM;334;Vietnam;USA;United States;2011;Export;32.904.675
VNM;334;Vietnam;USA;United States;2012;Export;23.307.512
VNM;334;Vietnam;USA;United States;2013;Export;11.312.747
VNM;334;Vietnam;USA;United States;2014;Export;22.774.556
VNM;334;Vietnam;VUT;Vanuatu;2012;Export;51.2
VNM;334;Vietnam;VUT;Vanuatu;2013;Export;596.785
VNM;334;Vietnam;WLD; World;2010;Export;1.276.083.982
VNM;334;Vietnam;WLD; World;2011;Export;2.040.114.135
VNM;334;Vietnam;WLD; World;2012;Export;1.675.867.126
VNM;334;Vietnam;WLD; World;2013;Export;1.158.748.095
VNM;334;Vietnam;WLD; World;2014;Export;1.101.874.554
VNM;334;Vietnam;YEM;Yemen;2014;Export;33.827
VNM;334;Vietnam;ZAF;South Africa;2014;Export;19.552
VNM;335;Vietnam;ARE;United Arab Emirates;2014;Export;5.555
VNM;335;Vietnam;AUS;Australia;2010;Export;2.176
VNM;335;Vietnam;AUS;Australia;2013;Export;0.749
VNM;335;Vietnam;BGD;Bangladesh;2012;Export;44.421
VNM;335;Vietnam;CAN;Canada;2013;Export;0.258
VNM;335;Vietnam;CHN;China;2010;Export;38.526
VNM;335;Vietnam;CHN;China;2011;Export;36.912
VNM;335;Vietnam;CHN;China;2013;Export;115.729
VNM;335;Vietnam;CHN;China;2014;Export;56.232
VNM;335;Vietnam;ESP;Spain;2012;Export;10.461
VNM;335;Vietnam;ESP;Spain;2013;Export;10.938
VNM;335;Vietnam;ESP;Spain;2014;Export;0.88
VNM;335;Vietnam;FIN;Finland;2013;Export;0.749
VNM;335;Vietnam;FIN;Finland;2014;Export;1.123
VNM;335;Vietnam;FRA;France;2010;Export;50.876
VNM;335;Vietnam;IDN;Indonesia;2011;Export;7.437
VNM;335;Vietnam;IDN;Indonesia;2014;Export;2.088
VNM;335;Vietnam;JPN;Japan;2010;Export;3.729
VNM;335;Vietnam;JPN;Japan;2013;Export;9.992
VNM;335;Vietnam;JPN;Japan;2014;Export;4.388
VNM;335;Vietnam;KHM;Cambodia;2010;Export;571.775
VNM;335;Vietnam;KHM;Cambodia;2011;Export;303.963
VNM;335;Vietnam;KHM;Cambodia;2012;Export;1.139.375
VNM;335;Vietnam;KHM;Cambodia;2013;Export;998.724
VNM;335;Vietnam;KHM;Cambodia;2014;Export;168.644
VNM;335;Vietnam;KOR;Korea, Rep.;2013;Export;1.719
VNM;335;Vietnam;LAO;Lao PDR;2010;Export;307.554
VNM;335;Vietnam;LAO;Lao PDR;2011;Export;195.6
VNM;335;Vietnam;LAO;Lao PDR;2012;Export;169.465
VNM;335;Vietnam;LAO;Lao PDR;2013;Export;1.038.186
VNM;335;Vietnam;LAO;Lao PDR;2014;Export;100.954
VNM;335;Vietnam;LKA;Sri Lanka;2012;Export;87.352
VNM;335;Vietnam;MYS;Malaysia;2012;Export;10.791
VNM;335;Vietnam;MYS;Malaysia;2014;Export;14.481
VNM;335;Vietnam;SGP;Singapore;2012;Export;82.344
VNM;335;Vietnam;SGP;Singapore;2013;Export;3.708
VNM;335;Vietnam;THA;Thailand;2013;Export;0.225
VNM;335;Vietnam;USA;United States;2010;Export;5.04
VNM;335;Vietnam;USA;United States;2011;Export;24.8
VNM;335;Vietnam;USA;United States;2014;Export;0.22
VNM;335;Vietnam;WLD; World;2010;Export;1.001.298
VNM;335;Vietnam;WLD; World;2011;Export;577.258
VNM;335;Vietnam;WLD; World;2012;Export;1595.89
VNM;335;Vietnam;WLD; World;2013;Export;2.180.977
VNM;335;Vietnam;WLD; World;2014;Export;354.564
VNM;51;Vietnam;AGO;Angola;2010;Export;39.78
VNM;51;Vietnam;AGO;Angola;2011;Export;16.38
VNM;51;Vietnam;AGO;Angola;2012;Export;93.858
VNM;51;Vietnam;AGO;Angola;2013;Export;47.443
VNM;51;Vietnam;AGO;Angola;2014;Export;265.349
VNM;51;Vietnam;ARE;United Arab Emirates;2010;Export;4.3
VNM;51;Vietnam;ARE;United Arab Emirates;2011;Export;78.796
VNM;51;Vietnam;ARE;United Arab Emirates;2012;Export;6.931
VNM;51;Vietnam;ARE;United Arab Emirates;2013;Export;84.22
VNM;51;Vietnam;ARE;United Arab Emirates;2014;Export;57.63
VNM;51;Vietnam;ARG;Argentina;2014;Export;648
VNM;51;Vietnam;AUS;Australia;2010;Export;1008.48
VNM;51;Vietnam;AUS;Australia;2011;Export;1.469.669
VNM;51;Vietnam;AUS;Australia;2012;Export;437.762
VNM;51;Vietnam;AUS;Australia;2013;Export;50.049
VNM;51;Vietnam;AUS;Australia;2014;Export;56.197
VNM;51;Vietnam;BEL;Belgium;2010;Export;1052.31
VNM;51;Vietnam;BEL;Belgium;2011;Export;1.013.753
VNM;51;Vietnam;BEL;Belgium;2012;Export;643.68
VNM;51;Vietnam;BEL;Belgium;2013;Export;12.183
VNM;51;Vietnam;BGD;Bangladesh;2010;Export;270.05
VNM;51;Vietnam;BGD;Bangladesh;2011;Export;70.4
VNM;51;Vietnam;BGD;Bangladesh;2012;Export;194.235
VNM;51;Vietnam;BGD;Bangladesh;2013;Export;320.218
VNM;51;Vietnam;BGD;Bangladesh;2014;Export;461.478
VNM;51;Vietnam;BGR;Bulgaria;2010;Export;128
VNM;51;Vietnam;BGR;Bulgaria;2011;Export;310.06
VNM;51;Vietnam;BGR;Bulgaria;2012;Export;33.8
VNM;51;Vietnam;BLR;Belarus;2013;Export;1.836
VNM;51;Vietnam;CAN;Canada;2010;Export;12.394
VNM;51;Vietnam;CAN;Canada;2011;Export;23.526
VNM;51;Vietnam;CAN;Canada;2012;Export;102.456
VNM;51;Vietnam;CAN;Canada;2013;Export;209.208
VNM;51;Vietnam;CAN;Canada;2014;Export;149.591
VNM;51;Vietnam;CHE;Switzerland;2010;Export;49.8
VNM;51;Vietnam;CHE;Switzerland;2011;Export;3.25
VNM;51;Vietnam;CHL;Chile;2014;Export;362.894
VNM;51;Vietnam;CHN;China;2010;Export;34.665.109
VNM;51;Vietnam;CHN;China;2011;Export;17.685.178
VNM;51;Vietnam;CHN;China;2012;Export;21.989.875
VNM;51;Vietnam;CHN;China;2013;Export;10.054.112
VNM;51;Vietnam;CHN;China;2014;Export;17.698.896
VNM;51;Vietnam;CIV;Cote d'Ivoire;2011;Export;118.149
VNM;51;Vietnam;CMR;Cameroon;2010;Export;667.48
VNM;51;Vietnam;CMR;Cameroon;2014;Export;26.56
VNM;51;Vietnam;COG;Congo, Rep.;2014;Export;1.596
VNM;51;Vietnam;COL;Colombia;2010;Export;112.776
VNM;51;Vietnam;COL;Colombia;2013;Export;68.4
VNM;51;Vietnam;COL;Colombia;2014;Export;220
VNM;51;Vietnam;CYP;Cyprus;2012;Export;45.757
VNM;51;Vietnam;CZE;Czech Republic;2010;Export;33.738
VNM;51;Vietnam;CZE;Czech Republic;2011;Export;62.283
VNM;51;Vietnam;CZE;Czech Republic;2012;Export;116.232
VNM;51;Vietnam;CZE;Czech Republic;2013;Export;111.397
VNM;51;Vietnam;CZE;Czech Republic;2014;Export;14.021
VNM;51;Vietnam;DEU;Germany;2010;Export;2.770.346
VNM;51;Vietnam;DEU;Germany;2011;Export;2.695.714
VNM;51;Vietnam;DEU;Germany;2012;Export;1.122.596
VNM;51;Vietnam;DEU;Germany;2013;Export;27.044
VNM;51;Vietnam;DEU;Germany;2014;Export;116.816
VNM;51;Vietnam;DMA;Dominica;2011;Export;58.08
VNM;51;Vietnam;DNK;Denmark;2010;Export;9.4
VNM;51;Vietnam;DNK;Denmark;2011;Export;12.233
VNM;51;Vietnam;DNK;Denmark;2012;Export;4.085
VNM;51;Vietnam;DNK;Denmark;2013;Export;9.129
VNM;51;Vietnam;DNK;Denmark;2014;Export;1.865
VNM;51;Vietnam;DOM;Dominican Republic;2011;Export;32
VNM;51;Vietnam;DZA;Algeria;2010;Export;2.165
VNM;51;Vietnam;ECU;Ecuador;2010;Export;266.6
VNM;51;Vietnam;ECU;Ecuador;2013;Export;142
VNM;51;Vietnam;ECU;Ecuador;2014;Export;356
VNM;51;Vietnam;EGY;Egypt, Arab Rep.;2010;Export;726.892
VNM;51;Vietnam;EGY;Egypt, Arab Rep.;2011;Export;3.802.798
VNM;51;Vietnam;EGY;Egypt, Arab Rep.;2012;Export;2.511.231
VNM;51;Vietnam;EGY;Egypt, Arab Rep.;2013;Export;6.655.555
VNM;51;Vietnam;EGY;Egypt, Arab Rep.;2014;Export;3.122.272
VNM;51;Vietnam;ESP;Spain;2010;Export;1261.38
VNM;51;Vietnam;ESP;Spain;2011;Export;2083.96
VNM;51;Vietnam;ESP;Spain;2012;Export;1661.76
VNM;51;Vietnam;ESP;Spain;2013;Export;297.08
VNM;51;Vietnam;ESP;Spain;2014;Export;457.934
VNM;51;Vietnam;ETH;Ethiopia(excludes Eritrea);2014;Export;106.112
VNM;51;Vietnam;FRA;France;2010;Export;51.574
VNM;51;Vietnam;FRA;France;2011;Export;49.472
VNM;51;Vietnam;FRA;France;2012;Export;26.798
VNM;51;Vietnam;FRA;France;2013;Export;42.412
VNM;51;Vietnam;FRA;France;2014;Export;18.936
VNM;51;Vietnam;GBR;United Kingdom;2010;Export;819.767
VNM;51;Vietnam;GBR;United Kingdom;2011;Export;1113.7
VNM;51;Vietnam;GBR;United Kingdom;2012;Export;952.141
VNM;51;Vietnam;GBR;United Kingdom;2013;Export;189.703
VNM;51;Vietnam;GBR;United Kingdom;2014;Export;129.178
VNM;51;Vietnam;GHA;Ghana;2010;Export;108.675
VNM;51;Vietnam;GHA;Ghana;2011;Export;120.931
VNM;51;Vietnam;GMB;Gambia, The;2010;Export;163.013
VNM;51;Vietnam;GRC;Greece;2010;Export;62.154
